Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
RGT,"Royce Global Value Trust, Inc.",7.14,73513247.22,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/rgt
RMT,"Royce Micro-Cap Trust, Inc.",7.69,268166018.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rmt
RVT,"Royce Value Trust, Inc.",11.46,885296884,n/a,1986,n/a,n/a,http://www.nasdaq.com/symbol/rvt
RES,"RPC, Inc.",9.46,2052985380,n/a,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/res
RPM,RPM International Inc.,43.19,5762848351,n/a,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/rpm
RSPP,"RSP Permian, Inc.",23.22,2137867768,n/a,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rspp
RT,"Ruby Tuesday, Inc.",6.24,386627548.3,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rt
RKUS,"Ruckus Wireless, Inc.",12,1051161420,n/a,2012,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rkus
RTEC,"Rudolph Technologies, Inc.",12.58,397756893.1,n/a,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rtec
R,"Ryder System, Inc.",71.55,3818911489,n/a,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/r
RYI,Ryerson Holding Corporation,5.65,181011875,n/a,2014,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/ryi
RHP,"Ryman Hospitality Properties, Inc.",50.67,2598514576,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rhp
SBR,Sabine Royalty Trust,31.33,456770878.9,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sbr
SB,"Safe Bulkers, Inc",2.85,237905331.8,n/a,2008,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sb
SB^B,"Safe Bulkers, Inc",22.24,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb^b
SB^C,"Safe Bulkers, Inc",14.15,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb^c
SB^D,"Safe Bulkers, Inc",13.7,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb^d
SFE,"Safeguard Scientifics, Inc.",15.99,331287983.5,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/sfe
CRM,Salesforce.com Inc,73.93,48793800000,n/a,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/crm
SMM,Salient Midstream & MLP Fund,14.72,139834862.7,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/smm
SBH,"Sally Beauty Holdings, Inc.",23.89,3757270533,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sbh
SJT,San Juan Basin Royalty Trust,9.71,452571409.2,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sjt
SN,Sanchez Energy Corporation,6.12,378744804.7,n/a,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sn
SD,Sandridge Energy Inc.,0.358,185517202.4,n/a,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sd
SDT,SandRidge Mississippian Trust I,2.79,78120000,n/a,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdt
SDR,SandRidge Mississippian Trust II,2.34,116356500,n/a,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdr
PER,SandRidge Permian Trust,4.31,226275000,n/a,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/per
SNY,Sanofi,48.27,1.26566E+11,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sny
SC,Santander Consumer USA Holdings Inc.,21.02,7520756688,n/a,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/sc
SOV^C,"Santander Holdings USA, Inc.",26.14,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sov^c
SAP,SAP SE,65.8,78646093204,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sap
SAQ,Saratoga Investment Corp,25.34,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/saq
SAR,Saratoga Investment Corp,16.09,89923051.86,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sar
SSL,Sasol Ltd.,29.43,19229230353,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ssl
BFS,"Saul Centers, Inc.",51.41,1089892000,n/a,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bfs
BFS^C,"Saul Centers, Inc.",25.5,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bfs^c
SCG,Scana Corporation,56.09,8016209875,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/scg
SLB,Schlumberger N.V.,70.32,88986376985,n/a,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/slb
SWM,"Schweitzer-Mauduit International, Inc.",35.24,1073947599,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/swm
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,40.57,1867439453,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/saic
SALT,Scorpio Bulkers Inc.,1.52,509671906.8,n/a,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/salt
SLTB,Scorpio Bulkers Inc.,16.63,0,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sltb
SBNA,Scorpio Tankers Inc.,22.25,0,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sbna
SBNB,Scorpio Tankers Inc.,25,0,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sbnb
STNG,Scorpio Tankers Inc.,9.63,1758362125,n/a,2010,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/stng
SMG,Scotts Miracle-Gro Company (The),61.81,3786753800,n/a,1992,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/smg
SNI,"Scripps Networks Interactive, Inc",49.8,6400227774,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/sni
LBF,"Scudder Global High Income Fund, Inc.",7.54,48878834.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lbf
KHI,Scudder High Income Trust,7.87,121624664.2,n/a,1988,Consumer Services,Miscellaneous,http://www.nasdaq.com/symbol/khi
KMM,Scudder Multi-Market Income Trust,7.3316,167562141.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmm
KTF,Scudder Municiple Income Trust,13.2,518648869.2,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/ktf
KST,Scudder Strategic Income Trust,10.25,45482109.75,n/a,1994,n/a,n/a,http://www.nasdaq.com/symbol/kst
KSM,Scudder Strategic Municiple Income Trust,12.79,142696265,n/a,1989,n/a,n/a,http://www.nasdaq.com/symbol/ksm
SA,"Seabridge Gold, Inc.",6.08,305672766.1,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sa
CKH,"SEACOR Holdings, Inc.",61.74,1105492547,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ckh
SDRL,Seadrill Limited,6.15,3030473631,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdrl
SDLP,Seadrill Partners LLC,9.13,838331208,n/a,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdlp
SEE,Sealed Air Corporation,47.98,9876307317,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/see
SSW,Seaspan Corporation,15.59,1545405847,n/a,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ssw
SSW^C,Seaspan Corporation,25.49,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^c
SSW^D,Seaspan Corporation,23.3,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^d
SSW^E,Seaspan Corporation,24.16,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^e
SSWN,Seaspan Corporation,24.9879,0,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sswn
SEAS,"SeaWorld Entertainment, Inc.",18.6,1677874659,n/a,2013,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/seas
JBN,Select Asset Inc.,17.04,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbn
JBR,Select Asset Inc.,16.25,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbr
SIR,Select Income REIT,19.25,1719576320,n/a,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sir
SEM,Select Medical Holdings Corporation,10.46,1374247195,n/a,2009,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/sem
SGZA,"Selective Insurance Group, Inc.",25.39,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sgza
SEMG,Semgroup Corporation,48.02,2143692945,n/a,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/semg
SMI,Semiconductor  Manufacturing International Corporation,4.68,3814209636,n/a,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/smi
SRE,Sempra Energy,96.68,23968489489,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sre
SNH,Senior Housing Properties Trust,16.38,3888590084,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snh
SNHN,Senior Housing Properties Trust,24.24,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snhn
ST,Sensata Technologies Holding N.V.,44.15,7510485153,n/a,2010,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/st
SXT,Sensient Technologies Corporation,61.58,2822179071,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/sxt
SQNS,Sequans Communications S.A.,1.15,68016452.15,n/a,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/sqns
SRG,Seritage Growth Properties,38.62,1275650462,n/a,2015,Finance,Real Estate,http://www.nasdaq.com/symbol/srg
SCI,Service Corporation International,27.48,5506430913,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/sci
SERV,"ServiceMaster Global Holdings, Inc.",34.57,4673708158,n/a,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/serv
NOW,"ServiceNow, Inc.",72.23,11275103000,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/now
SSE,Seventy Seven Energy Inc.,1.37,77966169.81,n/a,2014,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/sse
SHAK,"Shake Shack, Inc.",50.11,1816487500,n/a,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/shak
SJR,Shaw Communications Inc.,19.63,8862386762,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/sjr
SHLX,"Shell Midstream Partners, L.P.",33.46,4772816176,n/a,2014,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/shlx
SHW,Sherwin-Williams Company (The),237,22090922865,n/a,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/shw
SHG,Shinhan Financial Group Co Ltd,34.71,16459467665,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/shg
SFL,Ship Finance International Limited,16.39,1531940520,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sfl
SHOP,Shopify Inc.,35.81,528499879.6,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/shop
SSTK,"Shutterstock, Inc.",31.72,1143435962,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/sstk
SBGL,Sibanye Gold Limited,4.99,1140121492,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sbgl
SIG,Signet Jewelers Limited,136.45,10860329355,n/a,n/a,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/sig
SBY,Silver Bay Realty Trust Corp.,16.02,577861553.2,n/a,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sby
SSNI,"Silver Spring Networks, Inc.",13.12,656668582.1,n/a,2013,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ssni
SLW,Silver Wheaton Corp,12.77,5162640544,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/slw
SPG,"Simon Property Group, Inc.",187.48,58009618585,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/spg
SPG^J,"Simon Property Group, Inc.",71,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spg^j
SSD,"Simpson Manufacturing Company, Inc.",33.8,1660232306,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ssd
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",41.35,4465800000,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/shi
SIX,Six Flags Entertainment Corporation New,46.95,4449694325,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/six
SJW,SJW Corporation,31.02,631678065.5,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/sjw
SKM,"SK Telecom Co., Ltd.",24.33,15905197666,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/skm
SKX,"Skechers U.S.A., Inc.",132,6874882608,n/a,1999,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/skx
SLG,SL Green Realty Corporation,109.65,10922720057,n/a,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/slg
SLG^I,SL Green Realty Corporation,25.03,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slg^i
SM,SM Energy Company,35.39,2404763276,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sm
SFS,Smart,15.46,1140366101,n/a,2014,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/sfs
SNN,"Smith & Nephew SNATS, Inc.",35.28,16776012486,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/snn
AOS,Smith (A.O.) Corporation,65.78,5846412337,n/a,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/aos
SNA,Snap-On Incorporated,151.31,8802051923,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sna
SQM,Sociedad Quimica y Minera S.A.,15.81,4161137044,n/a,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/sqm
SLRA,Solar Capital Ltd.,23.31,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slra
SWI,"Solarwinds, Inc.",40.42,3096281255,n/a,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/swi
SLH,"Solera Holdings, Inc.",54.15,3629800940,n/a,2007,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/slh
SAH,"Sonic Automotive, Inc.",21.19,1074872116,n/a,1997,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/sah
SON,Sonoco Products Company,39.4,3976621118,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/son
SNE,Sony Corp Ord,25.76,32362856266,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/sne
BID,Sotheby&#39;s,33.39,2320497384,n/a,1988,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/bid
SFUN,SouFun Holdings Limited,7.24,3003229577,n/a,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/sfun
SOR,"Source Capital, Inc.",68.12,589594948.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sor
SJI,"South Jersey Industries, Inc.",25.41,1741671532,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/sji
SXE,"Southcross Energy Partners, L.P.",5.85,237073508.1,n/a,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sxe
SCE^F,Southern California Edison Company,24.43,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^f
SCE^G,Southern California Edison Company,23.5,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^g
SCE^H,Southern California Edison Company,26.87,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^h
SCE^J,Southern California Edison Company,25.85,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^j
SO,Southern Company (The),44.69,40597504670,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/so
SCCO,Southern Copper Corporation,27.61,22005563249,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/scco
LUV,Southwest Airlines Company,38.38,25306065817,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/luv
SWX,Southwest Gas Corporation,60.12,2829084575,n/a,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/swx
SWN,Southwestern Energy Company,12.81,4925286476,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/swn
SWNC,Southwestern Energy Company,31.33,0,n/a,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/swnc
SSS,"Sovran Self Storage, Inc.",96.2,3447340372,n/a,1995,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sss
SPA,Sparton Corporation,22.5,222448905,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/spa
SPE,Special Opportunities Fund Inc.,14.1,110396076.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spe
SE,Spectra Energy Corp,28.25,18966007208,n/a,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/se
SEP,"Spectra Energy Partners, LP",41.12,12265709924,n/a,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sep
SPB           ,"Spectrum Brands Holdings, Inc.",95.35,5675015365,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/spb           
TRK,"Speedway Motorsports, Inc.",17.72,731630501.2,n/a,1995,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/trk
SPR,"Spirit Aerosystems Holdings, Inc.",49.6,7008085184,n/a,2006,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/spr
SRC,"Spirit Realty Capital, Inc.",9.42,4159126416,n/a,2013,Consumer Services,Building operators,http://www.nasdaq.com/symbol/src
SRLP,Sprague Resources LP,19.6,413094735.2,n/a,2013,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/srlp
LEAF,"Springleaf Holdings, Inc.",44.27,5953536468,n/a,2013,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/leaf
S,Sprint Corporation,4.25,16864725832,n/a,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/s
SPXC,SPX Corporation,12.21,501785236.9,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/spxc
FLOW,"SPX FLOW, Inc.",35.3,1447300000,n/a,2015,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flow
JOE,St. Joe Company (The),19.41,1786809406,n/a,n/a,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/joe
STJ,"St. Jude Medical, Inc.",63.81,17978128158,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/stj
STAG,"Stag Industrial, Inc.",18.53,1261479503,n/a,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stag
STAG^A,"Stag Industrial, Inc.",26.55,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stag^a
STAG^B,"Stag Industrial, Inc.",24.3,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stag^b
SSI,"Stage Stores, Inc.",9.85,315369173.8,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/ssi
SFG,"StanCorp Financial Group, Inc.",114.41,4839512910,n/a,1999,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/sfg
SMP,"Standard Motor Products, Inc.",34.99,798476488.7,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/smp
CAA,Standard Pacific Corp,39.59,2187841662,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/caa
SXI,Standex International Corporation,76.39,975657739.8,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sxi
SWH,"Stanley Black & Decker, Inc.",112.29,17548109419,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swh
SWJ,"Stanley Black & Decker, Inc.",25.33,0,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swj
SWK,"Stanley Black & Decker, Inc.",97.46,14934636393,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swk
SWU,"Stanley Black & Decker, Inc.",134.15,0,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swu
STN,Stantec Inc,22.26,2099855874,n/a,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/stn
SGU,"Star Gas Partners, L.P.",8.33,477161992.2,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sgu
SRT,"StarTek, Inc.",3.4,52932305,n/a,1997,Technology,Professional Services,http://www.nasdaq.com/symbol/srt
HOT,"Starwood Hotels & Resorts Worldwide, Inc.",68.04,11592607232,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/hot
STWD,"STARWOOD PROPERTY TRUST, INC.",20.93,4993499535,n/a,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stwd
SWAY,Starwood Waypoint Residential Trust,24.19,916964064.8,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sway
STT,State Street Corporation,67.12,27392548721,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stt
STT^C,State Street Corporation,24.8,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^c
STT^D,State Street Corporation,25.8045,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^d
STT^E,State Street Corporation,25.22,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^e
STO,Statoil ASA,15.64,49870440691,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/sto
SPLP,Steel Partners Holdings LP,16.91,460981886.6,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/splp
SCS,Steelcase Inc.,18.58,2269540739,n/a,1998,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/scs
SCM,Stellus Capital Investment Corporation,10,124799620,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/scm
SCQ,Stellus Capital Investment Corporation,25.2,0,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/scq
SCL,Stepan Company,42.23,941673340.9,n/a,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/scl
STE,STERIS Corporation,65.3,3907451438,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ste
STL,Sterling Bancorp,14.65,1900504286,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stl
STC,Stewart Information Services Corporation,40.4,940735008,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/stc
SF,Stifel Financial Corporation,41.92,2910630102,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sf
SFN,Stifel Financial Corporation,25.53,1251707766,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sfn
SWC,Stillwater Mining Company,10.75,1299727869,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/swc
STM,STMicroelectronics N.V.,6.84,6008702570,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/stm
SGY,Stone Energy Corporation,5.74,328612164.4,n/a,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sgy
EDF,Stone Harbor Emerging Markets Income Fund,12.4,195693092.4,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/edf
EDI,Stone Harbor Emerging Markets Total Income Fund,11.41,109686075.7,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/edi
SGM,Stonegate Mortgage Corporation,6.74,173771960.6,n/a,2013,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/sgm
STON,StoneMor Partners L.P.,27.5,872542055,n/a,2004,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ston
SRI,"Stoneridge, Inc.",12.15,339145307.1,n/a,1997,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sri
STOR,STORE Capital Corporation,20.93,2655153951,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stor
SGL,"Strategic Global Income Fund, Inc.",7.92,144609917.8,n/a,1992,Consumer Services,Miscellaneous,http://www.nasdaq.com/symbol/sgl
BEE,Strategic Hotels & Resorts Inc,13.97,3848661057,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bee
SYK,Stryker Corporation,96.46,36322805322,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/syk
RGR,"Sturm, Ruger & Company, Inc.",56.45,1055701369,n/a,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/rgr
SPH,"Suburban Propane Partners, L.P.",34.69,2099822818,n/a,1996,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sph
SMFG,Sumitomo Mitsui Financial Group Inc,7.86,53732488102,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/smfg
INN,"Summit Hotel Properties, Inc.",12.19,1055581762,n/a,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/inn
INN^A,"Summit Hotel Properties, Inc.",26.65,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inn^a
INN^B,"Summit Hotel Properties, Inc.",26.014,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inn^b
INN^C,"Summit Hotel Properties, Inc.",25,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inn^c
SUM,"Summit Materials, Inc.",21.21,2186582062,n/a,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/sum
SMLP,"Summit Midstream Partners, LP",17.3,1148407614,n/a,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/smlp
SUI,"Sun Communities, Inc.",68.1,3662594720,n/a,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sui
SUI^A,"Sun Communities, Inc.",25.42,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sui^a
